country,year_month,paper_count,total_cites,paper_count_cumsum,cites_cumsum,Average,IFEval_Raw,IFEval,BBH_Raw,BBH,MATH_Lvl_5_Raw,MATH_Lvl_5,GPQA_Raw,GPQA,MUSR_Raw,MUSR,MMLU_PRO_Raw,MMLU_PRO,symbol,open,high,low,close,adjusted_close,volume,import_value,"Communications, computer, etc. (% of service exports, BoP)","Communications, computer, etc. (% of service imports, BoP)","Computer, communications and other services (% of commercial service exports)","Computer, communications and other services (% of commercial service imports)","Foreign direct investment, net (BoP, current US$)","Foreign direct investment, net inflows (BoP, current US$)",GDP (current US$),GDP growth (annual %),GDP per capita (current US$),High-technology exports (% of manufactured exports),High-technology exports (current US$),"Inflation, GDP deflator (annual %)",Research and development expenditure (% of GDP),Researchers in R&D (per million people),Scientific and technical journal articles,Technicians in R&D (per million people)
Canada,2023-05-01,361,1645,5565.0,36034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,XIT.TO,44.8295451077548,45.2757757360285,44.60319623080167,44.95796342329545,44.95796342329545,320195.0,7329882.0,50.42159425995333,48.68872147836276,49.40904314191948,48.14312610137679,46703138162.3134,42076242120.3715,2142470914401.357,1.2489273040339128,53431.18570638787,15.187742229960378,35226982857.0,1.534710113253098,1.70132994651794,,,
Canada,2023-06-01,427,2416,5992.0,38450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,XIT.TO,46.14791193875399,46.51145605607466,45.76311874389648,46.188100294633344,46.188100294633344,290674.0,7689478.0,50.42159425995333,48.68872147836276,49.40904314191948,48.14312610137679,46703138162.3134,42076242120.3715,2142470914401.357,1.2489273040339128,53431.18570638787,15.187742229960378,35226982857.0,1.534710113253098,1.70132994651794,,,
Canada,2023-06-01,427,2416,5992.0,38450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,XIT.TO,46.14791193875399,46.51145605607466,45.76311874389648,46.188100294633344,46.188100294633344,290674.0,7689478.0,50.42159425995333,48.68872147836276,49.40904314191948,48.14312610137679,46703138162.3134,42076242120.3715,2142470914401.357,1.2489273040339128,53431.18570638787,15.187742229960378,35226982857.0,1.534710113253098,1.70132994651794,,,
Canada,2023-07-01,333,1099,6325.0,39549.0,9.316715939,0.172907884,17.29078844,0.382393769,13.78941955,0.009063444,0.906344411,0.263422819,1.789709172,0.42571875,11.68151042,0.193982713,10.44252364,XIT.TO,46.99441070556641,47.25558967590332,46.66565074920654,46.9796745300293,46.9796745300293,336921.0,6608914.0,50.42159425995333,48.68872147836276,49.40904314191948,48.14312610137679,46703138162.3134,42076242120.3715,2142470914401.357,1.2489273040339128,53431.18570638787,15.187742229960378,35226982857.0,1.534710113253098,1.70132994651794,,,
Canada,2023-08-01,292,979,6617.0,40528.0,9.316715939,0.172907884,17.29078844,0.382681644,13.78941955,0.017371601,1.737160121,0.264261745,1.901565996,0.42571875,11.68151042,0.232047872,14.67198582,XIT.TO,44.87943458557129,45.270694732666016,44.57686649669301,44.987065748734906,44.987065748734906,331411.0,7374357.0,50.42159425995333,48.68872147836276,49.40904314191948,48.14312610137679,46703138162.3134,42076242120.3715,2142470914401.357,1.2489273040339128,53431.18570638787,15.187742229960378,35226982857.0,1.534710113253098,1.70132994651794,,,
Canada,2023-09-01,314,1099,6931.0,41627.0,9.316715939,0.172907884,17.29078844,0.382681644,13.78941955,0.017371601,1.737160121,0.264261745,1.901565996,0.42571875,11.68151042,0.232047872,14.67198582,XIT.TO,45.91819114685059,46.16615905761719,45.548780632019046,45.827743721008304,45.827743721008304,179187.0,6777702.0,50.42159425995333,48.68872147836276,49.40904314191948,48.14312610137679,46703138162.3134,42076242120.3715,2142470914401.357,1.2489273040339128,53431.18570638787,15.187742229960378,35226982857.0,1.534710113253098,1.70132994651794,,,
Canada,2023-10-01,432,1105,7363.0,42732.0,13.540458,0.207954893,20.7954893,0.431446771,20.63311244,0.037009063,3.700906344,0.298657718,6.487695749,0.42571875,11.68151042,0.291389628,21.26551418,XIT.TO,43.449477241152806,43.76984151204427,43.14750271751767,43.42140906197684,43.42140906197684,235768.0,6766063.0,50.42159425995333,48.68872147836276,49.40904314191948,48.14312610137679,46703138162.3134,42076242120.3715,2142470914401.357,1.2489273040339128,53431.18570638787,15.187742229960378,35226982857.0,1.534710113253098,1.70132994651794,,,
Canada,2023-11-01,286,848,7649.0,43580.0,13.540458,0.207954893,20.7954893,0.431446771,20.63311244,0.037009063,3.700906344,0.298657718,6.487695749,0.42571875,11.68151042,0.291389628,21.26551418,XIT.TO,48.2104584087025,48.70057279413397,48.0644869370894,48.53104227239435,48.53104227239435,393699.0,6784151.0,50.42159425995333,48.68872147836276,49.40904314191948,48.14312610137679,46703138162.3134,42076242120.3715,2142470914401.357,1.2489273040339128,53431.18570638787,15.187742229960378,35226982857.0,1.534710113253098,1.70132994651794,,,
Canada,2023-12-01,355,566,8004.0,44146.0,13.540458,0.207954893,20.7954893,0.431446771,20.63311244,0.037009063,3.700906344,0.298657718,6.487695749,0.42571875,11.68151042,0.291389628,21.26551418,XIT.TO,51.78487356085526,52.16730840582596,51.562365481728,51.94319614611174,51.94319614611174,262040.0,6449069.0,50.42159425995333,48.68872147836276,49.40904314191948,48.14312610137679,46703138162.3134,42076242120.3715,2142470914401.357,1.2489273040339128,53431.18570638787,15.187742229960378,35226982857.0,1.534710113253098,1.70132994651794,,,
Canada,2024-01-01,680,2558,8684.0,46704.0,15.72126142,0.207954893,20.7954893,0.498685915,28.99482436,0.037009063,3.700906344,0.302852349,7.046979866,0.42571875,11.68151042,0.327210771,25.24564125,XIT.TO,53.720436096191406,54.1902250810103,53.41509576277299,53.93338897011497,53.93338897011497,348039.0,6588410.0,,,,,22173685508.6876,,,,,16.757137015824934,37253594076.0,,,,,
Canada,2024-02-01,225,489,8909.0,47193.0,15.72126142,0.207954893,20.7954893,0.498685915,28.99482436,0.037009063,3.700906344,0.302852349,7.046979866,0.42571875,11.68151042,0.327210771,25.24564125,XIT.TO,55.76422748565674,56.19563026428223,55.30132141113281,55.76981735229492,55.76981735229492,360244.0,6909913.0,,,,,22173685508.6876,,,,,16.757137015824934,37253594076.0,,,,,
Canada,2024-03-01,303,567,9212.0,47760.0,25.92903183,0.674819479,67.4819479,0.540641551,34.55665926,0.037009063,3.700906344,0.30704698,7.606263982,0.451697917,16.12890625,0.33693484,26.32609338,XIT.TO,55.89380073547363,56.29319133758545,55.56910552978516,55.88363838195801,55.88363838195801,352370.0,7317124.0,,,,,22173685508.6876,,,,,16.757137015824934,37253594076.0,,,,,
Canada,2024-04-01,226,507,9438.0,48267.0,30.93607061,0.766418658,76.6418658,0.581542357,39.91995423,0.080060423,8.006042296,0.30704698,7.606263982,0.48071875,20.42317708,0.399185505,33.24283392,XIT.TO,53.64467863603072,53.94355167042125,53.212305935946375,53.492239691994406,53.492239691994406,300910.0,7143779.0,,,,,22173685508.6876,,,,,16.757137015824934,37253594076.0,,,,,
Canada,2024-05-01,325,406,9763.0,48673.0,30.93607061,0.766418658,76.6418658,0.581542357,39.91995423,0.080060423,8.006042296,0.30704698,7.606263982,0.48071875,20.42317708,0.399185505,33.24283392,XIT.TO,51.50637505271218,51.76505869085138,51.11419088190252,51.45463787425648,51.45463787425648,430202.0,7396094.0,,,,,22173685508.6876,,,,,16.757137015824934,37253594076.0,,,,,
Canada,2024-06-01,348,353,10111.0,49026.0,30.93607061,0.766418658,76.6418658,0.581542357,39.91995423,0.080060423,8.006042296,0.30704698,7.606263982,0.48071875,20.42317708,0.399185505,33.24283392,XIT.TO,51.77286605834961,52.11280422210693,51.55233783721924,51.91819095611572,51.91819095611572,558124.0,7093679.0,,,,,22173685508.6876,,,,,16.757137015824934,37253594076.0,,,,,
Canada,2024-07-01,338,316,10449.0,49342.0,30.93607061,0.766418658,76.6418658,0.581542357,39.91995423,0.080060423,8.006042296,0.30704698,7.606263982,0.48071875,20.42317708,0.399185505,33.24283392,XIT.TO,54.439208984375,54.82400217923251,54.10430544072931,54.46969708529386,54.46969708529386,454509.0,6922585.0,,,,,22173685508.6876,,,,,16.757137015824934,37253594076.0,,,,,
Canada,2024-08-01,284,181,10733.0,49523.0,33.6474746,0.766418658,76.6418658,0.599599991,42.83686541,0.123867069,12.38670695,0.350671141,13.42281879,0.482947917,20.42317708,0.442071144,38.00790485,XIT.TO,55.02322896321615,55.57007380894253,54.66753787086124,55.13308152698336,55.13308152698336,339381.0,7368556.0,,,,,22173685508.6876,,,,,16.757137015824934,37253594076.0,,,,,
Canada,2024-09-01,196,70,10929.0,49593.0,33.6474746,0.766418658,76.6418658,0.599599991,42.83686541,0.123867069,12.38670695,0.350671141,13.42281879,0.482947917,20.42317708,0.442071144,38.00790485,XIT.TO,56.75254077911377,57.16260185241699,56.31046752929687,56.7606704711914,56.7606704711914,221795.0,6735815.0,,,,,22173685508.6876,,,,,16.757137015824934,37253594076.0,,,,,
Canada,2024-10-01,280,132,11209.0,49725.0,33.6474746,0.766418658,76.6418658,0.599599991,42.83686541,0.153323263,15.33232628,0.350671141,13.42281879,0.482947917,20.42317708,0.442071144,38.00790485,XIT.TO,60.05589398470792,60.44299715215509,59.710827740755946,60.08822978626598,60.08822978626598,164722.0,6893135.0,,,,,22173685508.6876,,,,,16.757137015824934,37253594076.0,,,,,
Canada,2024-11-01,206,47,11415.0,49772.0,33.6474746,0.766418658,76.6418658,0.599599991,42.83686541,0.153323263,15.33232628,0.350671141,13.42281879,0.482947917,20.42317708,0.442071144,38.00790485,XIT.TO,66.12030574253627,66.90863291422527,65.82897749401275,66.54810315086728,66.54810315086728,331902.0,6396530.0,,,,,22173685508.6876,,,,,16.757137015824934,37253594076.0,,,,,
Canada,2024-12-01,233,38,11648.0,49810.0,33.6474746,0.771314556,77.13145565,0.599599991,42.83686541,0.299093656,29.90936556,0.350671141,13.42281879,0.482947917,20.42317708,0.442071144,38.00790485,XIT.TO,71.18700408935547,71.654740524292,70.62126808166504,71.08091850280762,71.08091850280762,239392.0,5921531.0,,,,,22173685508.6876,,,,,16.757137015824934,37253594076.0,,,,,
Canada,2025-01-01,200,15,11848.0,49825.0,33.6474746,0.771314556,77.13145565,0.599599991,42.83686541,0.299093656,29.90936556,0.350671141,13.42281879,0.482947917,20.42317708,0.442071144,38.00790485,XIT.TO,69.65136406638406,70.375,69.1645455793901,69.82000038840555,69.82000038840555,213600.0,6487605.0,,,,,,,,,,,,,,,,
China,2022-03-01,3278,36628,3278.0,36628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000688,1254.57,1259.68,1070.77,1091.06,1091.06,204814852.0,18720259.0,54.59308623887821,33.45969061716991,54.38575915506193,32.929246118820444,19846371666.52,190203789092.51,17881782683707.285,2.950669929592678,12662.582671203842,27.765061256315583,924393316669.0,1.823677107358648,2.55518007278442,1849.23669433594,898949.09,
China,2022-04-01,3540,37950,6818.0,74578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000688,1085.31,1095.46,853.21,947.15,947.15,139203876.0,16682202.0,54.59308623887821,33.45969061716991,54.38575915506193,32.929246118820444,19846371666.52,190203789092.51,17881782683707.285,2.950669929592678,12662.582671203842,27.765061256315583,924393316669.0,1.823677107358648,2.55518007278442,1849.23669433594,898949.09,
China,2022-05-01,3831,34185,10649.0,108763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000688,944.55,1050.06,929.82,1035.32,1035.32,150097382.0,17078639.0,54.59308623887821,33.45969061716991,54.38575915506193,32.929246118820444,19846371666.52,190203789092.51,17881782683707.285,2.950669929592678,12662.582671203842,27.765061256315583,924393316669.0,1.823677107358648,2.55518007278442,1849.23669433594,898949.09,
China,2022-06-01,4080,55203,14729.0,163966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000688,1029.09,1130.76,1023.99,1105.67,1105.67,271070108.0,17753560.0,54.59308623887821,33.45969061716991,54.38575915506193,32.929246118820444,19846371666.52,190203789092.51,17881782683707.285,2.950669929592678,12662.582671203842,27.765061256315583,924393316669.0,1.823677107358648,2.55518007278442,1849.23669433594,898949.09,
China,2022-07-01,4838,37699,19567.0,201665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000688,1105.97,1120.87,1041.65,1088.91,1088.91,227383929.0,17167224.0,54.59308623887821,33.45969061716991,54.38575915506193,32.929246118820444,19846371666.52,190203789092.51,17881782683707.285,2.950669929592678,12662.582671203842,27.765061256315583,924393316669.0,1.823677107358648,2.55518007278442,1849.23669433594,898949.09,
China,2022-08-01,4305,29416,23872.0,231081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000688,1081.62,1176.06,1023.47,1029.66,1029.66,313536554.0,17192447.0,54.59308623887821,33.45969061716991,54.38575915506193,32.929246118820444,19846371666.52,190203789092.51,17881782683707.285,2.950669929592678,12662.582671203842,27.765061256315583,924393316669.0,1.823677107358648,2.55518007278442,1849.23669433594,898949.09,
China,2022-09-01,3779,28198,27651.0,259279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000688,1032.78,1065.17,937.86,939.38,939.38,195816226.0,17593692.0,54.59308623887821,33.45969061716991,54.38575915506193,32.929246118820444,19846371666.52,190203789092.51,17881782683707.285,2.950669929592678,12662.582671203842,27.765061256315583,924393316669.0,1.823677107358648,2.55518007278442,1849.23669433594,898949.09,
China,2022-10-01,4629,27203,32280.0,286482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000688,933.02,1022.23,871.45,1010.33,1010.33,204633047.0,14530871.0,54.59308623887821,33.45969061716991,54.38575915506193,32.929246118820444,19846371666.52,190203789092.51,17881782683707.285,2.950669929592678,12662.582671203842,27.765061256315583,924393316669.0,1.823677107358648,2.55518007278442,1849.23669433594,898949.09,
China,2022-11-01,4415,30008,36695.0,316490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000688,1011.96,1080.79,980.76,1000.26,1000.26,303734082.0,15416890.0,54.59308623887821,33.45969061716991,54.38575915506193,32.929246118820444,19846371666.52,190203789092.51,17881782683707.285,2.950669929592678,12662.582671203842,27.765061256315583,924393316669.0,1.823677107358648,2.55518007278442,1849.23669433594,898949.09,
China,2022-12-01,5305,25049,42000.0,341539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000688,1008.71,1021.4,915.35,959.9,959.9,238264094.0,15157175.0,54.59308623887821,33.45969061716991,54.38575915506193,32.929246118820444,19846371666.52,190203789092.51,17881782683707.285,2.950669929592678,12662.582671203842,27.765061256315583,924393316669.0,1.823677107358648,2.55518007278442,1849.23669433594,898949.09,
China,2023-01-01,14703,52079,56703.0,393618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000688,960.51,1051.67,956.7,1014.36,1014.36,171498863.0,11826217.0,62.91642841964422,30.269145834826823,62.74836184311771,29.88254541723687,142573770573.99002,42727679407.24,17794783039551.957,5.249557863877911,12614.06174164212,26.568213654288087,825045389470.0,-0.5823937940267712,,,,
China,2023-02-01,3057,24392,59760.0,418010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000688,1016.31,1041.24,979.83,990.47,990.47,271483737.0,12678979.0,62.91642841964422,30.269145834826823,62.74836184311771,29.88254541723687,142573770573.99002,42727679407.24,17794783039551.957,5.249557863877911,12614.06174164212,26.568213654288087,825045389470.0,-0.5823937940267712,,,,
China,2023-03-01,3413,22375,63173.0,440385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000688,989.11,1083.16,984.59,1081.54,1081.54,396612970.0,15994821.0,62.91642841964422,30.269145834826823,62.74836184311771,29.88254541723687,142573770573.99002,42727679407.24,17794783039551.957,5.249557863877911,12614.06174164212,26.568213654288087,825045389470.0,-0.5823937940267712,,,,
China,2023-04-01,3718,19615,66891.0,460000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,000688,1093.08,1171.3,1059.95,1087.87,1087.87,437643740.0,15027371.0,62.91642841964422,30.269145834826823,62.74836184311771,29.88254541723687,142573770573.99002,42727679407.24,17794783039551.957,5.249557863877911,12614.06174164212,26.568213654288087,825045389470.0,-0.5823937940267712,,,,
China,2023-05-01,4841,22046,71732.0,482046.0,4.546091524,0.185049003,18.50490033,0.291344477,2.147966883,0.0,0.0,0.259228188,1.230425056,0.375052083,3.881510417,0.116605718,1.845079787,000688,1077.85,1082.84,1006.3,1053.91,1053.91,360141620.0,15435926.0,62.91642841964422,30.269145834826823,62.74836184311771,29.88254541723687,142573770573.99002,42727679407.24,17794783039551.957,5.249557863877911,12614.06174164212,26.568213654288087,825045389470.0,-0.5823937940267712,,,,
China,2023-06-01,5100,30180,76832.0,512226.0,4.546091524,0.185049003,18.50490033,0.291344477,2.147966883,0.0,0.0,0.259228188,1.230425056,0.375052083,3.881510417,0.116605718,1.845079787,000688,1048.95,1068.3,996.14,1005.15,1005.15,394490800.0,17320296.0,62.91642841964422,30.269145834826823,62.74836184311771,29.88254541723687,142573770573.99002,42727679407.24,17794783039551.957,5.249557863877911,12614.06174164212,26.568213654288087,825045389470.0,-0.5823937940267712,,,,
China,2023-06-01,5100,30180,76832.0,512226.0,4.546091524,0.185049003,18.50490033,0.291344477,2.147966883,0.0,0.0,0.259228188,1.230425056,0.375052083,3.881510417,0.116605718,1.845079787,000688,1048.95,1068.3,996.14,1005.15,1005.15,394490800.0,17320296.0,62.91642841964422,30.269145834826823,62.74836184311771,29.88254541723687,142573770573.99002,42727679407.24,17794783039551.957,5.249557863877911,12614.06174164212,26.568213654288087,825045389470.0,-0.5823937940267712,,,,
China,2023-07-01,4729,16669,81561.0,528895.0,15.17753274,0.339246533,33.92465325,0.446199944,22.88865498,0.018882175,1.888217523,0.270134228,2.684563758,0.43784375,14.03046875,0.251911569,16.87906324,000688,1006.58,1022.46,948.2,968.99,968.99,314056279.0,17538422.0,62.91642841964422,30.269145834826823,62.74836184311771,29.88254541723687,142573770573.99002,42727679407.24,17794783039551.957,5.249557863877911,12614.06174164212,26.568213654288087,825045389470.0,-0.5823937940267712,,,,
China,2023-08-01,4625,17001,86186.0,545896.0,22.3974421,0.495142888,49.51428875,0.559036605,37.54335453,0.039274924,3.927492447,0.270134228,2.684563758,0.439114583,14.08932292,0.344664229,27.1849143,000688,969.41,977.41,865.09,942.61,942.61,348348307.0,16806742.0,62.91642841964422,30.269145834826823,62.74836184311771,29.88254541723687,142573770573.99002,42727679407.24,17794783039551.957,5.249557863877911,12614.06174164212,26.568213654288087,825045389470.0,-0.5823937940267712,,,,
China,2023-09-01,4331,15168,90517.0,561064.0,22.3974421,0.495142888,49.51428875,0.559036605,37.54335453,0.039274924,3.927492447,0.270134228,2.684563758,0.439114583,14.08932292,0.344664229,27.1849143,000688,944.25,947.95,859.09,887.8,887.8,311469794.0,19036117.0,62.91642841964422,30.269145834826823,62.74836184311771,29.88254541723687,142573770573.99002,42727679407.24,17794783039551.957,5.249557863877911,12614.06174164212,26.568213654288087,825045389470.0,-0.5823937940267712,,,,
China,2023-10-01,5779,18717,96296.0,579781.0,22.3974421,0.593111832,59.31118322,0.559036605,37.54335453,0.072507553,7.250755287,0.298657718,6.487695749,0.439114583,14.08932292,0.344664229,27.1849143,000688,884.2,901.47,836.64,874.41,874.41,283017653.0,18527267.0,62.91642841964422,30.269145834826823,62.74836184311771,29.88254541723687,142573770573.99002,42727679407.24,17794783039551.957,5.249557863877911,12614.06174164212,26.568213654288087,825045389470.0,-0.5823937940267712,,,,
